urlc,img url,URL,Title,Ratings,Description,Duration,Time,Price,FinalUrl,newRatings,Level,Numenroll,RRRR,skill learn
https://www.classcentral.com/course/linkedin-learning-learning-the-angular-cli-77685,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/15f2d451e659.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-the-angular-cli-77685,Learning the Angular CLI,,Set yourself up for maximum development productivity with Angular by learning how to make the most of the Angular command-line interface (CLI).,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-the-angular-cli?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6WTExxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,154 users,4.6,"Angular Command Line Interface (CLI),"
https://www.classcentral.com/course/linkedin-learning-learning-the-angular-cli-77686,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/563e80da88ec.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-the-angular-cli-77686,Learning the Angular CLI,,Set yourself up for maximum development productivity with Angular by learning how to make the most of the Angular command-line interface (CLI).,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-the-angular-cli?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6WQQxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,154 users,4.6,"Angular Command Line Interface (CLI),"
https://www.classcentral.com/course/linkedin-learning-cisa-cert-prep-the-basics-75704,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/b836ce476022.jpeg,https://www.classcentral.com/course/linkedin-learning-cisa-cert-prep-the-basics-75704,CISA Cert Prep: The Basics,397 ratings at LinkedIn Learning,Get a high-level overview of the Certified Information Systems Auditor (CISA) certification exam.,Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/cisa-cert-prep-the-basics?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6WV0xxCz2Y0&mcid=6851962469594763264&irgwc=1,4.7,Advanced,"1,126 users",4.7,"IT Security Operations,"
https://www.classcentral.com/course/linkedin-learning-artificial-intelligence-for-project-managers-29482,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/e64965c0c905.jpeg,https://www.classcentral.com/course/linkedin-learning-artificial-intelligence-for-project-managers-29482,Artificial Intelligence for Project Managers,396 ratings at LinkedIn Learning,Learn about the impact that artificial intelligence (AI) will have on project management. Discover how to harness its power to streamline your workflow and stay ahead of the curve.,Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/artificial-intelligence-for-project-managers?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6WVYxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Beginner,"4,083 users",4.4,"Project Management,Artificial Intelligence (AI),"
https://www.classcentral.com/course/linkedin-learning-visual-studio-essential-training-06-debug-and-troubleshoot-code-79604,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/785eb9c37953.jpeg,https://www.classcentral.com/course/linkedin-learning-visual-studio-essential-training-06-debug-and-troubleshoot-code-79604,Visual Studio Essential Training: 06 Debug and Troubleshoot Code,,Learn how to find and resolve the bugs in your code with the powerful debugging tools in Visual Studio 2015.,3-4 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/visual-studio-essential-training-06-debug-and-troubleshoot-code?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6WXMxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,529 users,4.6,"Visual Studio,"
https://www.classcentral.com/course/linkedin-learning-cisco-ccna-200-301-cert-prep-ip-connectivity-and-services-29738,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/789363a1d5a4.jpeg,https://www.classcentral.com/course/linkedin-learning-cisco-ccna-200-301-cert-prep-ip-connectivity-and-services-29738,Cisco CCNA (200-301) Cert Prep: IP Connectivity and Services,,Prepare to tackle the third and fourth domains of the Cisco Certified Network Associate (CCNA) exam: IP Connectivity and IP Services.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/cisco-ccna-200-301-cert-prep-2-ip-connectivity-and-services?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6WSAxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,862 users,4.7,"Internet Protocol (IP),Cisco Networking,"
https://www.classcentral.com/course/linkedin-learning-blockchain-beyond-the-basics-99794,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/0c2cfebeaee6.jpeg,https://www.classcentral.com/course/linkedin-learning-blockchain-beyond-the-basics-99794,Blockchain: Beyond the Basics,392 ratings at LinkedIn Learning,"Learn more about Blockchain, how it works, why it’s so important, and how it’s redefining the way we store and update transactions on a network.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/blockchain-beyond-the-basics-14660547?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6T0QxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,"1,184 users",4.7,"Blockchain,"
https://www.classcentral.com/course/linkedin-learning-learning-functional-programming-with-swift-30468,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/c79807df9cee.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-functional-programming-with-swift-30468,Learning Functional Programming with Swift,,Learn how to write more robust and maintainable Swift code by making the switch to functional programming.,Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-functional-programming-with-swift?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6Tx0xxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,173 users,,"Swift (Programming Language),"
,,https://www.classcentral.com/course/linkedin-learning-migrating-access-databases-to-sql-server-39951,Migrating Access Databases to SQL Server,,"Leverage what you already know about databases to migrate Access tables to SQL Server, and gain access to a more powerful toolset.",2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/migrating-access-databases-to-sql-server?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TxYxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,62 users,,"System Migration,"
https://www.classcentral.com/course/linkedin-learning-istqb-foundation-exam-prep-100190,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/87d121611ab9.jpeg,https://www.classcentral.com/course/linkedin-learning-istqb-foundation-exam-prep-100190,ISTQB Foundation Exam Prep,390 ratings at LinkedIn Learning,Get the information you need to prepare for the International Software Testing Qualifications Board (ISTQB) exam.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/istqb-foundation-exam-prep?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6T2MxxCz2Y0&mcid=6851962469594763264&irgwc=1,4.7,Intermediate,"3,927 users",4.7,"Software Testing,"
https://www.classcentral.com/course/linkedin-learning-unity-5-network-gaming-31487,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/43f55943c733.jpeg,https://www.classcentral.com/course/linkedin-learning-unity-5-network-gaming-31487,Unity 5: Network Gaming,,Discover how to use Unity 5 to add multiplayer network components to your games.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/unity-5-network-gaming?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TzAxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,95 users,,"Unity,"
https://www.classcentral.com/course/linkedin-learning-vmware-cloud-deploying-and-managing-on-aws-31576,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/47a56cc2095d.jpeg,https://www.classcentral.com/course/linkedin-learning-vmware-cloud-deploying-and-managing-on-aws-31576,VMware Cloud: Deploying and Managing on AWS,,Learn how to leverage VMware Cloud on AWS to migrate vSphere-based environments to the cloud and access the full range of AWS services.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/vmware-cloud-deploying-and-managing-on-aws?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TwkxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,357 users,4.1,"VMware,Amazon Web Services (AWS),"
https://www.classcentral.com/course/linkedin-learning-learning-ionic-2-30481,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/723710b6438a.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-ionic-2-30481,Learning Ionic 2,,Learn how to build a hybrid mobile app using Ionic. This course explores the components of the framework and gets you started creating apps.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/ionic-4-0-essential-training?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6T1wxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,248 users,4.4,"Ionic Framework,"
https://www.classcentral.com/course/linkedin-learning-code-clinic-swift-29760,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/4babaa8d2f4a.jpeg,https://www.classcentral.com/course/linkedin-learning-code-clinic-swift-29760,Code Clinic: Swift,,Practice coding with Swift. Take on six Swift programming challenges and compare them with other languages in the Code Clinic series.,2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/code-clinic-swift-2018?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6T18xxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,343 users,,"Swift (Programming Language),"
https://www.classcentral.com/course/linkedin-learning-sql-server-developer-and-dba-collaboration-31374,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6e99c74f97c6.jpeg,https://www.classcentral.com/course/linkedin-learning-sql-server-developer-and-dba-collaboration-31374,SQL Server: Developer and DBA Collaboration,,Collaboration leads to better software. Learn what developers and DBAs need to know to build code and database environments that work well together.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/sql-server-developer-and-dba-collaboration?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6T3IxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Beginner,223 users,,"Microsoft SQL Server,"
https://www.classcentral.com/course/linkedin-learning-flask-essential-training-76616,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/5533cfe6b093.jpeg,https://www.classcentral.com/course/linkedin-learning-flask-essential-training-76616,Flask Essential Training,385 ratings at LinkedIn Learning,"Learn the basics of Flask, a Python framework for building lightweight and dynamic web applications.",2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/flask-essential-training?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TysxxCz2Y0&mcid=6851962469594763264&irgwc=1,4.7,Beginner,704 users,4.7,"Flask,"
https://www.classcentral.com/course/linkedin-learning-exam-tips-aws-certified-solutions-architect-associate-saa-c02-30018,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/f4ec38b0fad0.jpeg,https://www.classcentral.com/course/linkedin-learning-exam-tips-aws-certified-solutions-architect-associate-saa-c02-30018,Exam Tips: AWS Certified Solutions Architect - Associate (SAA-C02),,Get an introduction to the AWS Certified Solutions Architect – Associate certification. Get tips for acing the required exam for this valuable cloud credential.,Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/exam-tips-aws-certified-solutions-architect-associate-saa-c02?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TUgxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,"1,441 users",4.8,"Amazon Web Services (AWS),Cloud-Native Architecture,"
https://www.classcentral.com/course/linkedin-learning-azure-cosmos-db-sql-api-deep-dive-75349,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/9d81a58a49c7.jpeg,https://www.classcentral.com/course/linkedin-learning-azure-cosmos-db-sql-api-deep-dive-75349,Azure Cosmos DB: SQL API Deep Dive,,Learn how to use SQL API to query and manage data stored in Cosmos DB with SQL and JavaScript.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/azure-cosmos-db-sql-api-deep-dive?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TRwxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,125 users,,"SQL Azure,Azure Cosmos DB,"
https://www.classcentral.com/course/linkedin-learning-mysql-installation-and-configuration-78216,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/af6d84cc4c92.jpeg,https://www.classcentral.com/course/linkedin-learning-mysql-installation-and-configuration-78216,MySQL Installation and Configuration,384 ratings at LinkedIn Learning,"Learn how to install and configure MySQL on various platforms, including Mac, Windows, and Ubuntu Linux.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/mysql-installation-and-configuration?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TR8xxCz2Y0&mcid=6851962469594763264&irgwc=1,4.8,Intermediate,"1,090 users",4.8,"MySQL,"
https://www.classcentral.com/course/linkedin-learning-sas-programming-for-r-users-part-2-40077,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/1480f8e7b6a8.jpeg,https://www.classcentral.com/course/linkedin-learning-sas-programming-for-r-users-part-2-40077,"SAS Programming for R Users, Part 2",,"Discover how to apply your understanding of R—the language of big data—in the SAS environment. To get the most from this course, make sure to watch part 1 of this series.",2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/sas-programming-for-r-users-part-2?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TWIxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,873 users,,"SAS (Software),"
https://www.classcentral.com/course/linkedin-learning-full-stack-web-development-with-flask-76645,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/1616b3405803.jpeg,https://www.classcentral.com/course/linkedin-learning-full-stack-web-development-with-flask-76645,Full Stack Web Development with Flask,383 ratings at LinkedIn Learning,"Build dynamic web applications using Python and Flask, the popular microframework for Python. Learn how to work with databases, web forms, Flask-Security, and more.",5 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/full-stack-web-development-with-flask?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TTsxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Intermediate,947 users,4.6,"Flask,Full-Stack Development,"
https://www.classcentral.com/course/linkedin-learning-devops-with-aws-102006,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/9a10cf5d16b2.jpeg,https://www.classcentral.com/course/linkedin-learning-devops-with-aws-102006,DevOps with AWS,383 ratings at LinkedIn Learning,This course teaches you how to implement CI/CD pipelines in AWS for your DevOps journey.,2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/devops-with-aws?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TQgxxCz2Y0&mcid=6851962469594763264&irgwc=1,4.7,Intermediate,"3,244 users",4.7,"Amazon Web Services (AWS),DevOps,"
https://www.classcentral.com/course/linkedin-learning-unity-ar-visualization-01-basic-concepts-31490,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/a7e29852ba10.jpeg,https://www.classcentral.com/course/linkedin-learning-unity-ar-visualization-01-basic-concepts-31490,Unity: AR Visualization 01 Basic Concepts,,Learn how to use the Unity game engine to create an AR mobile app for iOS or Android to view and interact with a 3D model in the real world.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/unity-ar-visualization-01-basic-concepts-14055687?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TVUxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Intermediate,175 users,4.8,"Unity,Augmented Reality (AR),"
https://www.classcentral.com/course/linkedin-learning-learning-ssh-77663,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/0352845360f2.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-ssh-77663,Learning SSH,,"Explore the fundamentals of SSH, or Secure Shell, and how to provide a secure connection to a command-line shell on a remote system.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-ssh-14571185?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TV4xxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner,332 users,4.8,"Secure Shell (SSH),"
https://www.classcentral.com/course/linkedin-learning-sql-server-machine-learning-services-python-31372,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/6843fc085499.jpeg,https://www.classcentral.com/course/linkedin-learning-sql-server-machine-learning-services-python-31372,SQL Server Machine Learning Services: Python,381 ratings at LinkedIn Learning,"Learn how to analyze SQL Server data with Python. Discover how to perform statistical analyses, generate graphics, and process tabular data—directly in SQL Server.",2-3 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/sql-server-machine-learning-services-python?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TXcxxCz2Y0&mcid=6851962469594763264&irgwc=1,4.7,Advanced,"31,956 users",4.8,"Python (Programming Language),"
https://www.classcentral.com/course/linkedin-learning-unity-5-build-a-character-dialogue-system-40170,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/1c100dc2b70b.jpeg,https://www.classcentral.com/course/linkedin-learning-unity-5-build-a-character-dialogue-system-40170,Unity 5: Build a Character Dialogue System,,Learn how to build and implement narrative-driven games through a comprehensive narrative management system.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/unity-5-build-a-character-dialogue-system?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6TSsxxCz2Y0&mcid=6851962469594763264&irgwc=1,,Beginner + Intermediate,351 users,,"Game Development,Unity,"
https://www.classcentral.com/course/linkedin-learning-learning-cloud-computing-cloud-governance-30443,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/e2c7f235463c.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-cloud-computing-cloud-governance-30443,Learning Cloud Computing: Cloud Governance,,Explore the fundamentals of cloud governance—one of the most important aspects of cloud computing—and its relation to security.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-cloud-computing-cloud-governance-2?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6Q0IxxCz2Y0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner,291 users,4.5,"Cloud Governance,"
https://www.classcentral.com/course/linkedin-learning-aws-cli-tips-and-tricks-29521,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/48c8d07c0088.jpeg,https://www.classcentral.com/course/linkedin-learning-aws-cli-tips-and-tricks-29521,AWS CLI: Tips and Tricks,,Get quick tips for carrying out common tasks in Amazon Web Services (AWS) using PowerShell and the command-line interfaces (CLIs) available from Amazon.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/aws-cli-tips-and-tricks?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6QxYxxCwww0&mcid=6851962469594763264&irgwc=1,,Intermediate,347 users,,"AWS Command Line Interface (CLI),"
https://www.classcentral.com/course/linkedin-learning-windows-10-configure-storage-31604,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2bf22efd2135.jpeg,https://www.classcentral.com/course/linkedin-learning-windows-10-configure-storage-31604,Windows 10: Configure Storage,,"Review the basics of Windows 10 storage configuration, troubleshooting, and encryption—essential skills for all network administrators.",3-4 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/windows-10-configure-storage?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6Q2QxxCwwk0&mcid=6851962469594763264&irgwc=1,,Intermediate,211 users,4.4,"Windows 10,"
https://www.classcentral.com/course/linkedin-learning-adobe-animate-cc-html5-canvas-and-webgl-39578,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/2d98d41b657f.jpeg,https://www.classcentral.com/course/linkedin-learning-adobe-animate-cc-html5-canvas-and-webgl-39578,Adobe Animate CC: HTML5 Canvas and WebGL,,"Create a shared pool of content for a set of related projects—an HTML5 video, a WebGL-rendered interactive ad, and an HTML5 Canvas game—using Flash Professional CC.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/adobe-animate-cc-html5-canvas-and-webgl?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6Qz0xxCwwk0&mcid=6851962469594763264&irgwc=1,,Intermediate,74 users,,"Flash Professional,"
https://www.classcentral.com/course/linkedin-learning-accessibility-for-web-design-74826,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/8d2c2c69e800.jpeg,https://www.classcentral.com/course/linkedin-learning-accessibility-for-web-design-74826,Accessibility for Web Design,377 ratings at LinkedIn Learning,Make the digital world more accessible to visitors with disabilities and impairments. Learn web accessibility techniques to make sure your web designs are easy for everyone to use.,1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/accessibility-for-web-design?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6QzYxxCwwk0&mcid=6851962469594763264&irgwc=1,,Beginner,"1,945 users",4.8,"COM,Accessibility,"
https://www.classcentral.com/course/linkedin-learning-microsoft-azure-management-and-security-essentials-30715,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/cddf7dd0f623.jpeg,https://www.classcentral.com/course/linkedin-learning-microsoft-azure-management-and-security-essentials-30715,Microsoft Azure: Management and Security Essentials,,"Get started with Microsoft Operations Management Suite (OMS). Learn how to use OMS for security, data insight, and management purposes.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/microsoft-azure-management-and-security-essentials?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6QwMxxCwwk0&mcid=6851962469594763264&irgwc=1,,Beginner + Intermediate,167 users,,"Microsoft Azure,"
https://www.classcentral.com/course/linkedin-learning-introduction-to-web-design-and-development-77082,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/06af65edac19.jpeg,https://www.classcentral.com/course/linkedin-learning-introduction-to-web-design-and-development-77082,Introduction to Web Design and Development,,"Learn about core concepts, tools, and practices in this introductory course on web design and development.",1-2 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/introduction-to-web-design-and-development-14628245?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6Q1AxxCwwk0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner,"2,235 users",4.7,"Web Design,Web Development,"
https://www.classcentral.com/course/linkedin-learning-intro-to-virtual-reality-vr-filmmaking-30280,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/1e8b86ba7713.jpeg,https://www.classcentral.com/course/linkedin-learning-intro-to-virtual-reality-vr-filmmaking-30280,Intro to Virtual Reality (VR) Filmmaking,,Leverage the immersive power of VR as a storyteller. Learn how to approach each phase of the production process and work with key tools to create your first VR film.,Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/intro-to-virtual-reality-vr-filmmaking?clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6Q3kxxCwwk0&mcid=6851962469594763264&src=aff-ref&irgwc=1&trk=aff-ir_progid%2E8005_partid%2E259799_sid%2E_adid%2E647232,,Beginner,829 users,4.4,"Film Production,Virtual Reality (VR),"
https://www.classcentral.com/course/linkedin-learning-learning-security-frameworks-30550,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/47bd3414acaf.jpeg,https://www.classcentral.com/course/linkedin-learning-learning-security-frameworks-30550,Learning Security Frameworks,375 ratings at LinkedIn Learning,"Boost your organization's security posture with a security framework. Learn about the top four security frameworks, how they compare, and how you can create a core security set.",Less than 1 hour of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/learning-security-frameworks?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6QywxxCwwk0&mcid=6851962469594763264&irgwc=1,,Beginner + Intermediate,"1,697 users",4.7,"Security Management,"
https://www.classcentral.com/course/linkedin-learning-ruby-on-rails-get-more-from-activerecord-31220,https://d3f1iyfxxz8i1e.cloudfront.net/courses/course_image/84ea402bdc23.jpeg,https://www.classcentral.com/course/linkedin-learning-ruby-on-rails-get-more-from-activerecord-31220,Ruby on Rails: Get More From ActiveRecord,,Get more from Ruby on Rails ActiveRecord and leverage shortcuts and techniques to make database code more efficient.,4-5 hours worth of material,On-Demand,Free Trial Available,https://www.linkedin.com/learning/ruby-on-rails-get-more-from-activerecord?src=aff-ref&trk=aff-ir_progid.8005_partid.259799_sid._adid.647232&clickid=z0z1d5QCFxyNRVVTAwVTuXn7UkAR6Qy8xxCwwk0&mcid=6851962469594763264&irgwc=1,,Intermediate,25 users,4.9,"Ruby on Rails,"
