title,url,categories,description_short,description_long,difficulty,duration,free_option,number_of_enroll,rating,paid_option,language,subtitle,platform,provider,image_url
Optimization: principles and algorithms - Linear optimization,https://www.edx.org/course/linear-optimization,"Computer Science, Math","Introduction to linear optimization, duality and the simplex algorithm.","Introduction to linear optimization, duality and the simplex algorithm.",0,1,1,0,0.0,$49,English,English,Edx,École polytechnique fédérale de Lausanne,https://prod-discovery.edx-cdn.org/media/course/image/792721c6-059e-468f-9fb6-8efda55e151e-b6554da1577e.small.jpeg
Linux Basics: The Command Line Interface,https://www.edx.org/course/linux-basics-the-command-line-interface,"Computer Science, Engineering",Learn the Linux Command Line interface and become a skilled user of this powerful operating system.,"This course will introduce you to Linux, a powerful operating system used by most professional developers! 
Why add Linux to your C programming skills? Most people use Linux without knowing it! Whether you use a smartphone, search the web, or use an ATM, each time Linux is involved somewhere in the background. It is the most used operating system for embedded devices and high-performance servers. It is also the most common operating system used by developers to create software applications. 
In this course, you will learn the history of Linux and how its open source community was able to create today’s most advanced operating system. You will navigate the file system, use fundamental Linux commands and master the Linux command line interface. These are essential skills for every developer. 
You will also be able to produce software written in C using the industry-standard tools on Linux. 
Within moments you will be coding hands-on in a new browser tool developed for this course, receiving instant feedback on your code. No need to install anything! 
We are excited to introduce you to Linux and guide you along your path to becoming a skilled user of this powerful operating system! 
At the end of this short course, you will reach the sixth milestone of the C Programming with Linux” Professional Certificate program, unlocking the door to a career in computer engineering. 
This course has received financial support from the Patrick & Lina Drahi Foundation.",0,1,1,38536,0.0,$79,English,English,Edx,,https://prod-discovery.edx-cdn.org/media/course/image/d1fc32bc-092d-479e-a767-d060beb3b4ad-cd769173494f.small.jpeg
Localization: Adapting Digital Content to Local Markets,https://www.edx.org/course/localization-adapting-digital-content-to-local-mar,"Computer Science, Language","Learn what it takes to tailor digital products for international markets through localization. See how translation works in today’s industry. Find out what other steps a localization project entails and how cost, schedule and quality are managed.","Want to know how to make your product relevant worldwide? Curious what it would take to have your app release in a set of international markets? Interested in what would be needed to show your website in several foreign languages? Learn what it takes to tailor digital products to a set of international markets through localization. 
This course shows you all the steps a company needs to take when releasing their software or websites in different markets. Industry experts will give you an introduction to localization, the adaptation of digital content to the requirements of a foreign market. This very often includes translation for the target markets with modern translation tools, including machine translation – and the management of translation assets, but it entails a lot more work through the different stages of a localization project tha tailors a product to the local consumer. You will also learn about: 

Setting up and managing localization projects
The different project stages of localization projects
Defining the scope
Cost management
Schedule management
Quality assurance and control for localization

You will alsofind out about how to work in the localization industry and learn new skills relevant to localization, software development, digital content and project management. 
Equipped with knowledge from this course you will be able to build your own localization strategy and find the right ways to reach your potential customer worldwide.",2,1,1,0,0.0,$199,English,English,Edx,University of Washington,https://prod-discovery.edx-cdn.org/media/course/image/8e9a02f8-1e1d-4c89-8bbb-d63fcf287001-3fa95e64b7fd.small.png
Logistics Fundamentals,https://www.edx.org/course/logistics-fundamentals,Engineering,"Have you ever wondered how products arrive at your hands? From the clothes we wear to the food we consume, they have been through a series of links, processes, operations and flows we know as logistics.","Logistics are the first trait for a company’s success! Learn all about logistics and how you can use it to achieve every goal in your organization. 
Logistics encourage the efficient use of tools all along the value chain, by optimizing processes such as:


Supply


Manufacture


Transportation


Inventory


Distribution


In this online course you will gain a holistic view of logistics and transportation within your company, which is useful to understand how a company can thing strategically thanks to basic but essential content.
All throughout this course on logistics you will explore topics such as: management processes, outsourcing and logistic suppliers, through the strengthening of knowledge which will allow you to reach the educational purposes of this course week after week.",0,1,1,5457,0.0,$28,English,English,Edx,LOGYCA,https://prod-discovery.edx-cdn.org/media/course/image/9640e28c-81cc-4fbc-a0b2-071cf42190bd-93822f961013.small.png
Machine Dynamics with MATLAB,https://www.edx.org/course/machine-dynamics-with-matlab,Engineering,"Are you keen to design a vehicle suspension using MATLAB? In this course, you will start at the very beginning of dynamic modelling, simulation and analysis of a technical system using different MathWorks products.","This course will introduce you to a broad range of methodologies used in the field of machine dynamics. You will learn how to model a vehicle using the fundamentals of mechanics. You will get a deep understanding of the equations of motion and how to solve them using powerful MathWorks tools. Eventually, you will gain the ability to analyze and interpret the computational results in order to optimize your design. 
To get the most out of your time the course is subdivided into five weeks, each consists of lectures, tutorials and exercises. During lectures, you will get all the theoretical background of machine dynamics. Tutorials will teach you the basics of MathWorks products and exercises will merge your theoretical knowledge with the practical use of the software into an exciting application. 
You will learn how to model a vehicle by a one and a two degree of freedom system. These systems could be base excited, force excited or not excited, they could be damped or undamped and their mathematical representation could be solved analytically, by state space representation or by solving the differential equation itself. 
Therefore, if you ever wondered how to design a vehicle suspension using MathWorks tools, we highly recommend you attend to this course.",1,2,1,14051,0.0,$99,English,English,Edx,RWTH Aachen University,https://prod-discovery.edx-cdn.org/media/course/image/357ce827-3c74-4e15-a943-e2ddece17fe9-02b419154bc9.small.png
Machine Learning,https://www.edx.org/course/machine-learning,Computer Science,Master the essentials of machine learning and algorithms to help improve learning from data without human intervention.,"Machine Learning is the basis for the most exciting careers in data analysis today. You’ll learn the models and methods and apply them to real world situations ranging from identifying trending news topics, to building recommendation engines, ranking sports teams and plotting the path of movie zombies.
Major perspectives covered include:

probabilistic versus non-probabilistic modeling
supervised versus unsupervised learning

Topics include: classification and regression, clustering methods, sequential models, matrix factorization, topic modeling and model selection.
Methods include: linear and logistic regression, support vector machines, tree classifiers, boosting, maximum likelihood and MAP inference, EM algorithm, hidden Markov models, Kalman filters, k-means, Gaussian mixture models, among others.
In the first half of the course we will cover supervised learning techniques for regression and classification. In this framework, we possess an output or response that we wish to predict based on a set of inputs. We will discuss several fundamental methods for performing this task and algorithms for their optimization. Our approach will be more practically motivated, meaning we will fully develop a mathematical understanding of the respective algorithms, but we will only briefly touch on abstract learning theory.
In the second half of the course we shift to unsupervised learning techniques. In these problems the end goal less clear-cut than predicting an output based on a corresponding input. We will cover three fundamental problems of unsupervised learning: data clustering, matrix factorization, and sequential models for order-dependent data. Some applications of these models include object recommendation and topic modeling.",2,2,1,0,0.0,$249,English,English,Edx,Columbia University,https://prod-discovery.edx-cdn.org/media/course/image/a35c8b84-f0ef-4eb0-ad44-52f4bc61d7df-6b753882d8f8.small.jpg
Machine Learning,https://www.edx.org/course/machine-learning-2,Computer Science,"This course focuses on core algorithmic and statistical concepts in machine learning. Topics include pattern recognition, PAC learning, overfitting, decision trees, classification, linear regression, logistic regression, gradient descent, feature projection, dimensionality reduction, maximum likelihood, Bayesian methods, and neural networks.","Tools from machine learning are now ubiquitous in the sciences with applications in engineering, computer vision, and biology, among others. This class introduces the fundamental mathematical models, algorithms, and statistical tools needed to perform core tasks in machine learning. Applications of these ideas are illustrated using programming examples on various data sets. 
Topics include pattern recognition, PAC learning, overfitting, decision trees, classification, linear regression, logistic regression, gradient descent, feature projection, dimensionality reduction, maximum likelihood, Bayesian methods, and neural networks.",2,2,1,0,0.0,"$1,000",English,English,Edx,The University of Texas at Austin,https://prod-discovery.edx-cdn.org/media/course/image/088dafee-852e-4393-b51e-d3473509d2da-8ab4aab5b384.small.png
Machine Learning,https://www.edx.org/course/machine-learning-4,"Computer Science, Data Analysis & Statistics","Learn about machine learning, the area of artificial intelligence (AI) that is concerned with computational artifacts that modify and improve performance through experience.","Machine learning is a type of artificial intelligence (AI) that provides computers with the ability to learn without being explicitly programmed. This area is also concerned with issues both theoretical and practical.
In this course, we will present algorithms and approaches in such a way that grounds them in larger systems as you learn about a variety of topics, including:

statistical supervised and unsupervised learning methods
randomized search algorithms
Bayesian learning methods
reinforcement learning

The course also covers theoretical concepts such as inductive bias, the PAC and Mistake‐bound learning frameworks, minimum description length principle, and Ockham's Razor. In order to ground these methods the course includes some programming and involvement in a number of projects.
By the end of this course, you should have a strong understanding of machine learning so that you can pursue any further and more advanced learning.
This is a three-credit course.",1,2,1,0,0.0,$99,English,English,Edx,The Georgia Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/71bf3d69-a60b-4a0f-8cf6-0fac393821a2-686cb5c53073.small.jpg
Machine Learning for Healthcare,https://www.edx.org/course/machine-learning-for-healthcare,"Computer Science, Data Analysis & Statistics, Medicine","An introduction to machine learning for healthcare, ranging from theoretical considerations to understanding human consequences of deploying technology in the clinic, through hands-on Python projects using real healthcare data.","Machine learning methods have revolutionized many aspects of healthcare, from new models that help clinicians make more informed decisions to new technologies that enable individual patients to better manage their own health. Since the 1950s with Kaiser’s first computerized records for chest X-ray reports and blood test results, and the introduction of the pacemaker, clinicians have realized the potential of algorithms to save lives. This rich history of machine learning for healthcare informs groundbreaking research today, as new advances in image processing, deep learning, and natural language processing are transforming the healthcare industry.
Using machine learning to improve patient outcomes requires that we understand the human consequences of machine learning, such as transparency, fairness, regulation, ease of deployment, and integration into clinical workflows. Throughout this course, we return to the question: how can machine learning improve healthcare for all?
The course begins with an introduction to clinical care and data, and then explores the use of machine learning for risk stratification and diagnosis, disease progression modeling, improving clinical workflows, and precision medicine. For each of these topics we dive into methodological details typically not covered in introductory machine learning courses, such as the foundations of deep learning on imaging and natural language, interpretability of ML models, algorithmic fairness, causal inference and off-policy reinforcement learning.
Guest lectures by clinicians and course programming projects with real clinical data emphasize subtleties of working with clinical data and translating machine learning into clinical practice.",2,2,1,0,0.0,$49,English,English,Edx,Massachusetts Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/efa7fcd0-c347-4292-9731-fdb66ee789b9-123906ba8fb6.small.jpeg
Machine Learning Fundamentals,https://www.edx.org/course/machine-learning-fundamentals-2,"Computer Science, Data Analysis & Statistics","Understand machine learning's role in data-driven modeling, prediction, and decision-making.","Do you want to build systems that learn from experience? Or exploit data to create simple predictive models of the world?
In this course, part of the Data Science MicroMasters program, you will learn a variety of supervised and unsupervised learning algorithms, and the theory behind those algorithms.
Using real-world case studies, you will learn how to classify images, identify salient topics in a corpus of documents, partition people according to personality profiles, and automatically capture the semantic structure of words and use it to categorize documents.
Armed with the knowledge from this course, you will be able to analyze many different types of data and to build descriptive and predictive models.
All programming examples and assignments will be in Python, using Jupyter notebooks.",2,2,1,89423,0.0,$350,English,English,Edx,"The University of California, San Diego",https://prod-discovery.edx-cdn.org/media/course/image/ac499cd6-a3ac-4a5f-a307-bb28ea318de1-0a473d1ec055.small.png
Machine Learning with Python: A Practical Introduction,https://www.edx.org/course/machine-learning-with-python-a-practical-introduct,"Computer Science, Data Analysis & Statistics, Engineering",Machine Learning can be an incredibly beneficial tool to uncover hidden insights and predict future trends. This Machine Learning with Python course will give you all the tools you need to get started with supervised and unsupervised learning.,"Please Note: Learners who successfully complete this IBM course can earn a skill badge — a detailed, verifiable and digital credential that profiles the knowledge and skills you’ve acquired in this course. Enroll to learn more, complete the course and claim your badge!
This Machine Learning with Python course dives into the basics of machine learning using Python, an approachable and well-known programming language. You'll learn about supervised vs. unsupervised learning, look into how statistical modeling relates to machine learning, and do a comparison of each.
We'll explore many popular algorithms including Classification, Regression, Clustering, and Dimensional Reduction and popular models such as Train/Test Split, Root Mean Squared Error (RMSE), and Random Forests. Along the way, you’ll look at real-life examples of machine learning and see how it affects society in ways you may not have guessed!
Most importantly, you will transform your theoretical knowledge into practical skill using hands-on labs. Get ready to do more learning than your machine!
We'll explore many popular algorithms including Classification, Regression, Clustering, and Dimensional Reduction and popular models such asTrain/Test Split, Root Mean Squared Error and Random Forests.
Mostimportantly, you will transform your theoretical knowledge into practical skill using hands-on labs. Get ready to do more learning than your machine!",0,1,1,109204,0.0,$99,English,English,Edx,IBM,https://prod-discovery.edx-cdn.org/media/course/image/34ea79ed-b0c4-4a12-aeb6-64a5b507607a-6d1e5b2a57c3.small.png
Machine Learning with Python: from Linear Models to Deep Learning,https://www.edx.org/course/machine-learning-with-python-from-linear-models-to,"Computer Science, Data Analysis & Statistics, Math","An in-depth introduction to the field of machine learning, from linear models to deep learning and reinforcement learning, through hands-on Python projects. -- Part of the MITx MicroMasters program in Statistics and Data Science.","If you have specific questions about this course, please contact us atsds-mm@mit.edu.
Machine learning methods are commonly used across engineering and sciences, from computer systems to physics. Moreover, commercial sites such as search engines, recommender systems (e.g., Netflix, Amazon), advertisers, and financial institutions employ machine learning algorithms for content recommendation, predicting customer behavior, compliance, or risk.
As a discipline, machine learning tries to design and understand computer programs that learn from experience for the purpose of prediction or control.
In this course, students will learn about principles and algorithms for turning training data into effective automated predictions. We will cover:

Representation, over-fitting, regularization, generalization, VC dimension;
Clustering, classification, recommender problems, probabilistic modeling, reinforcement learning;
On-line algorithms, support vector machines, and neural networks/deep learning.

Students will implement and experiment with the algorithms in several Python projects designed for different practical applications.
This course is part of theMITx MicroMasters Program in Statistics and Data Science. Master the skills needed to be an informed and effective practitioner of data science. You will complete this course and three others from MITx, at a similar pace and level of rigor as an on-campus course at MIT, and then take a virtually-proctored exam to earn your MicroMasters, an academic credential that will demonstrate your proficiency in data science or accelerate your path towards an MIT PhD or a Master's at other universities. To learn more about this program, please visit https://micromasters.mit.edu/ds/.",2,2,1,141984,0.0,$300,English,English,Edx,Massachusetts Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/4c70ad9b-9602-49af-bf00-83fa4bf47708-dc4566d15250.small.jpg
Macroeconomic Principles,https://www.edx.org/course/macroeconomic-principles,"Data Analysis & Statistics, Economics & Finance",Learn how the economic decisions you and others make impact what you pay for things and how much you get paid.,"This course is part of Global Freshman Academy (GFA), which means you can earn transferable ASU credit toward your college degree.
The macroeconomy is the sum of all our productive efforts, spending, and income. Economic outcomes are the result of our complex interactions with other people, businesses, the government, as well as with people and businesses globally. In this economics course, you will learn the basic stylized framework that economists use to think about, account for, measure and explain these complex interactions and outcomes.
In the first half of the course, we consider how households decide how much to work and how to spend and save money. We will also look at how businesses make economic decisions such as how many workers to hire and how many machines and buildings to use to produce their products.
In the second half of the course, we consider how different policies can potentially enhance or distort market outcomes by offsetting, alleviating, or amplifying these inefficiencies. Our focus will be on five aspects of economic policy:

labor market policies and unemployment
R&D and innovation policies
fiscal policies and taxation
monetary policy and inflation
free-trade policies

This course satisfies the Social-Behavioral Sciences (SB) general studies requirement at Arizona State University. This course may satisfy a general education requirement at other institutions; however, it is strongly encouraged that you consult with your institution of choice to determine how these credits will be applied to their degree requirements prior to transferring the credit.",0,2,1,0,0.0,$49,English,English,Edx,Arizona State University,https://prod-discovery.edx-cdn.org/media/course/image/f8dbb2ba-2608-41b8-b9b8-a0936775f610-db7100fe1069.small.jpg
Macroeconomics for a Sustainable Planet,https://www.edx.org/course/macroeconomics-for-a-sustainable-planet,"Data Analysis & Statistics, Economics & Finance, Environmental Studies",Is it possible to develop a thriving global economy in an equitable and environmentally-resilient way?,"Unemployment. Inflation. Protectionism. Trade barriers. Fiscal deficit. These are not just terms in an economics textbook or in newspaper headlines. These real-life challenges carry societal and environmental implications for billions of people around the world. How do we balance the pursuit of economic growth with the right of all people to thrive on an increasingly fragile planet? To answer this question, we must reframe our understanding of macroeconomics in the context of a highly interdependent world. 
Led by two leading economic minds – Columbia University Professor and Senior UN Advisor Jeffrey Sachs and former Chilean Minister of Finance Felipe Larraín – this massive open online course explores traditional macroeconomic principles and tools, updated for the age of sustainable development and the current wave of globalization. Is a thriving global economy possible in an equitable and environmentally thoughtful way? Find out here. 
This course is for: 

Graduate students and advanced undergraduate students studying international development, economics and/or sustainable development
Economists interested in the balance of macroeconomic principles and ESG (environmental, societal and governance) criteria
Sustainable development practitioners – as well as private-sector actors, such as those who work in the financial sector – who need to understand the economic models that support and depend on sustainable development",1,1,1,9493,0.0,$49,English,English,Edx,SDG Academy,https://prod-discovery.edx-cdn.org/media/course/image/8e6cfbbd-b68b-483a-9108-5d4658278dd5-fded3eac04c1.small.jpg
Macroeconomics Performance Indicators,https://www.edx.org/course/macroeconomics-performance-indicators,"Data Analysis & Statistics, Economics & Finance","The macroeconomy affects business conditions and broader social outcomes. Learn about key performance indicators of macroeconomics such as GDP, unemployment and inflation.","This course consists of two types of materials. The first type of materials concerns with how to measure the performance of the economy as a whole. The second type of materials concerns how to explain why a country underperforms in one or more of these aspects, and what can be done about it. The behaviour of an economy as a whole is often broadly predictable, but sometimes it can suddenly change. You will learn how to understand macroeconomic data and know how it can be interpreted for analysis.
This MOOC is part of the Professional Certificate in Macroeconomics. We recommend that you explore the other two courses of the program, Macroeconomics Policy and International Macroeconomics. The program is based on an introductory macroeconomics course taught on campus at The University of Queensland. Recent global economic and non-economic events have highlighted the importance of understanding the interconnection between the domestic and the international economy, don't wait to enroll and begin your learning with industry experts now.
If you are interested in pursuing economics further, UQx provides an accompanying Professional Certificate in Microeconomics running in parallel to this course. Building on your knowledge of macroeconomics with this additional program will provide you with a strong foundation of economics.
Overall, this course is for everyone, whether you are studying at university, a career professional interested in expanding your economic knowledge, or simply curious about global economic behaviour and what influences it.",1,0,1,0,0.0,$149,English,English,Edx,The University of Queensland,https://prod-discovery.edx-cdn.org/media/course/image/5549df7b-e6e2-4480-8b2a-82d40a9564e3-9c48a242a39d.small.jpeg
Macroeconomics Policy,https://www.edx.org/course/macroeconomics-policy,"Data Analysis & Statistics, Economics & Finance",Learn to analyse contemporary macroeconomic policy issues and their impacts on business and on society.,"This course looks into what the Aggregate Demand Aggregate Supply (ADAS) model is and how it can help you understand what causes real GDP to deviate from its natural level. This course, regardless of your industry background, will teach you the core areas of macroeconomics policy.
For students wishing to pursue economics, the learnings of this high calibre course will provide strong foundations for macroeconomics. Using real-world examples, the content in this course will provide you with a grasp of essential macroeconomic concepts and theories, enabling you to understand contemporary domestic and international macroeconomic issues.
This MOOC is part of the Professional Certificate in Macroeconomics. We recommend that you explore the other two courses of the program, Macroeconomics Performance Indicators and International Macroeconomics. The program is based on an introductory macroeconomics course taught on campus at The University of Queensland. Recent global economic and non-economic events have highlighted the importance of understanding the interconnection between the domestic and the international economy, don't wait to enroll and begin your learning with industry experts now.
If you are interested in pursuing economics further, UQx provides an accompanying Professional Certificate in Microeconomics running in parallel to this course. Building on your knowledge of macroeconomics with this additional program will provide you with a strong foundation of economics.
Overall, this course is for everyone, whether you are studying at university, a career professional interested in expanding your economic knowledge, or simply curious about global economic behaviour and what influences it.",1,0,1,0,0.0,$149,English,English,Edx,The University of Queensland,https://prod-discovery.edx-cdn.org/media/course/image/c4d6f949-3d8f-4751-83e6-52a06ccbeec2-ba0cc10d8841.small.jpeg
Magnetic Materials and Devices,https://www.edx.org/course/magnetic-materials-and-devices,Engineering,"Learn how magnetic devices, such as hard drives and magneto-optical disks, are designed to exploit the magnetic properties of materials.","In this engineering course, you will learn about magnetic materials and devices. Applications presented include magnetic data storage, motors, transformers, and spintronics.
This course is part of a three-part series, which explains the basis of electrical, optical, and magnetic properties of materials including semiconductors, metals, organics, and insulators. We will show how devices are built to take advantage of these properties. This is illustrated with a wide range of devices, placing a strong emphasis on new and emerging technologies.
Part 1 - 3.15.1x: Electronic Materials and Devices
Part 2 - 3.15.2x: Optical Materials and Devices",2,1,1,0,0.0,$49,English,English,Edx,Massachusetts Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/b6dea955-9bb1-4168-bfe8-195cf5dce556-dcf6a9aa8cee.small.jpg
Make Your Own App,https://www.edx.org/course/make-your-own-app,"Computer Science, Design","Over 6 modules you will interactively learn the basics of web programming (HTML, CSS, JavaScript, jQuery, ...) and how to utilize these techniques to build your own software applications for mobile or desktop devices (exemplified with a chat app).","Using motivational videos, introductory sections, an interactive code editor, challenges and peer review throughout this course you will develop a working chat app. While doing so you can earn credits and points, receive badges and fulfill achievements in order to be able to see and compare your progress with other students. Starting with simple HTML content and ordinary CSS rules you will gradually improve your app and add increasing interaction within every week using JavaScript and JQuery. After completing this course you’ll be able to tackle almost any idea you might have and build an app that fulfills your needs.",0,2,1,22328,0.0,$49,English,English,Edx,Technische Universität München,https://prod-discovery.edx-cdn.org/media/course/image/6dcafcea-dbe9-46c4-955b-b65a8279983f-61f803cf91b2.small.png
Making Biologic Medicines for Patients: The Principles of Biopharmaceutical Manufacturing,https://www.edx.org/course/making-biologic-medicines-for-patients-the-princ-2,"Biology & Life Sciences, Engineering, Medicine",Learn how protein therapeutics are manufactured and explore the fundamental principles of biopharmaceutical manufacturing.,"Humans have leveraged the power of cells for millennia to produce staples such as bread, cheese, beer and wine. Yet only recently have we begun to utilize cells as factories for the production of protein therapeutics.
These biologic drugs are able to treat otherwise untreatable diseases. In this course, you will learn how these life saving medicines are made.
We will connect the engineering fundamentals to real-world application by showing real pieces of biomanufacturing equipment in action and listening to experts describe real-world engineering challenges.",1,1,0,0,0.0,$49,English,English,Edx,Massachusetts Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/6bc1a53b-db42-4b35-b03b-daf37eb86f46.small.jpg
Making Impactful Presentations,https://www.edx.org/course/making-impactful-presentations,"Communication, Design",The course is about leaders learning to design and deliver engaging and effective presentations with maximum impact to achieve the desired and realistic outcomes through use of various soft skills.,"As leaders, have you ever tried making presentations to people and failed to make an impact on them? Were you left disappointed after making a presentation? Then this course is for you. As CEOs, Senior Executives, or Business Unit Leaders, presentations, sure are significant and an inevitable part of your day to day functions. Through such presentations, you not only deliver information but motivate people, and build relationships too. 
In this course, you will enjoy learning the nuances of designing and making impactful presentations especially when
* the stakes are high
* you need consensus and agreement
* want to ensure achieving the appropriate and desired outcome
* you want to succeed in dealing with critical and crucial conversations
This course will boost your ability to lead and deliver powerful presentations with maximum impact while keeping your audience interested, rather enthralled!",0,0,1,0,0.0,$149,English,English,Edx,State Bank of India,https://prod-discovery.edx-cdn.org/media/course/image/e4666006-96fd-473d-b30f-470d6bc8ce5e-4cf423c97d64.small.jpeg
Making Science and Engineering Pictures: A Practical Guide to Presenting Your Work,https://www.edx.org/course/making-science-and-engineering-pictures-a-practica,"Communication, Engineering, Science",Learn from an award-winning master photographer how to create stunning images of science and engineering.,"In this six-week course, you will learn the basics of photography and gain intriguing new perspectives on the visual world. The course will include video tutorials, accompanied by photography assignments. Learners will upload their images to small, online working groups for discussion and review. You will discover how subtle changes in lighting, composition, and background contribute to creating more compelling images that help communicate science visually. The course also includes interviews with noteable image makers and art directors.  
While previous experience with a camera will be helpful, it is not essential. In order to complete the course assignments, you will need access to a single-lens reflex camera (a camera that can accept interchangeable lenses), a 105 macro lens, a flatbed scanner, and a smartphone or tablet with camera. Learners without access to this equipment can still benefit from the course concepts. However, full participation in the image making assignments will create more meaningful hands-on experience.",0,1,0,0,0.0,$50,English,English,Edx,Massachusetts Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/28f52f7e-6cd2-49f0-b505-ff7c59daddcc-54574991ff6d.small.jpg
Manufacturing Process Control I,https://www.edx.org/course/manufacturing-process-control-i,"Engineering, Math",Learn how to model variations in manufacturing processes and develop methods to reduce and control deterministic variations to achieve consistent process quality.,"Randomness is inherent in all processes including manufacturing. The fundamental concepts taught in this course will help learners develop powerful statistical process control methods that are the foundation of world-class manufacturing quality.
As part of the Principles of Manufacturing MicroMasters program, this course will introduce statistical methods that apply to any unit manufacturing process. We will cover the following topics:

Recognizing inherent variability in continuous production
Identifying sources of process output variation
Describing variation in a structured manner
Applying basic probability and statistics concepts to characterize process variation
Differentiating between design specifications and process capability
Synthesizing novel approaches to unfamiliar situations by extending the core material (i.e. go beyond the “standard” uses).
Assessing the appropriateness of various statistical methods for a variety of problems

Develop the engineering and management skills needed for competence and competitiveness in today’s manufacturing industry with the Principles of Manufacturing MicroMasters Credential, designed and delivered by MIT’s #1-ranked Mechanical Engineering department in the world. Learners who pass the 8 courses in the program will earn the MicroMasters Credential and qualify to apply to gain credit towards MIT’s Master of Engineering in Advanced Manufacturing & Design program.
---
Please note: edX Inc. has recently entered into an agreement to transfer the edX platform to 2U, Inc., which will continue to run the platform thereafter. The sale will not affect your course enrollment, course fees or change your course experience for this offering. It is possible that the closing of the sale and the transfer of the edX platform may be effectuated sometime in the Fall while this course is running. Please be aware that there could be changes to the edX platform Privacy Policy or Terms of Service after the closing of the sale. However, 2U has committed to preserving robust privacy of individual data for all learners who use the platform. For more information see the edX Help Center.",1,2,1,37991,0.0,$175,English,English,Edx,Massachusetts Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/9de3b8b5-c828-4ae6-b842-6b6327815288-cb3707095bb2.small.jpg
Manufacturing Process Control II,https://www.edx.org/course/manufacturing-process-control-ii,"Engineering, Math","Learn how to control process variation, including methods to design experiments that capture process behavior and understand means to control variability.","As part of the Principles of Manufacturing MicroMasters program, this course will build on statistical process control foundations to add process modeling and optimization.Building on formal methods of designed experiments, the course develops highly applicable methods for creating robust processes with optimal quality. 
We will cover the following topics: 

Evaluating the causality of inputs and parameters on the output measures
Designing experiments for the purpose of process improvement
Methods for optimizing processes and achieving robustness to noise inputs
How to integrate all of these methods into an overall approach to process control that can be widely applied
Developing a data-based statistical ability to solving engineering problems in general

The course will conclude with a capstone activity that will integrate all the Statistical Process Control topics. 
Develop the engineering andmanagement skills needed for competence and competitiveness in today’s manufacturing industry with the Principles of Manufacturing MicroMasters Credential, designed and delivered by MIT’s #1-ranked Mechanical Engineering department in the world. Learners who pass the 8 courses in the program earn the MicroMasters Credential and qualify to apply to gain credit for MIT’s Master of Engineering in Advanced Manufacturing & Design program.",2,2,1,9366,0.0,$175,English,English,Edx,Massachusetts Institute of Technology,https://prod-discovery.edx-cdn.org/media/course/image/1e13fdc5-8cb9-4559-ab59-222ec1855d34-64c096e04a18.small.jpg
Marketing your Android apps,https://www.edx.org/course/marketing-your-android-apps,Engineering,"Creating and designing marketing activities to promote, monetize and increase the number of your app users.","Almost anyone who is developing Android Applications thinks about the possibility of selling it for profit. The App developing industry is booming and there is plenty of room for people to get in on the action. However, even though it sounds straight-forward, selling Apps is actually quite difficult.
Probably the most obvious way to get started is selling access to it, but it isn’t the only way to do it. In this course you will find several ways that can prove to be extremely profitable.
Learn how to promote and monetize your apps. This course presents the best practices of advertising, monetizing and publishing your app. It also covers an introduction to business models that will help you make money from an app using Google AdMob, and Google’s mobile advertising platform specifically designed for mobile apps.",1,1,1,0,0.0,$49,English,English,Edx,Universidad Galileo,https://prod-discovery.edx-cdn.org/media/course/image/602cad56-209b-4ed2-8312-0c6d19a504eb-b9eca952e700.small.png
Mastering Agile Software Development and Deployment,https://www.edx.org/course/mastering_agile_software_development_and_deployment,Computer Science,"Mastering Agile Software Development & Deployment: Teamwork, Design Patterns, Legacy Code, Dev/Ops","Part Three of the Professional Certificate Program in Agile Development of Software as a Service. This course presents ideas and techniques for designing, developing, and modifying large software systems using Agile techniques and the same best-of-breed tools used by professionals, including GitHub, Pivotal Tracker, Travis CI, Heroku, and more.",1,1,1,0,0.0,$149,English,English,Edx,"University of California, Berkeley",https://prod-discovery.edx-cdn.org/media/course/image/bd6d83f3-9c60-4404-bfbb-aacf26f64e76-f808017a25bb.small.png
